inadimplente,util_linhas_inseguras,idade,vezes_passou_de_30_59_dias,razao_debito,salario_mensal,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,numero_de_dependentes
0,0.068989528,72,0,0.24259868399999998,4863.0,15,0,2,0,0.0
0,0.0,65,0,0.12043561800000001,3121.0,6,0,0,0,0.0
0,0.23135372899999998,38,0,0.224328594,1265.0,5,0,0,0,1.0
0,0.105254512,79,0,0.235385144,5815.0,8,0,1,0,0.0
0,0.9999998999999999,29,0,0.407197601,3000.0,3,1,1,0,0.0
0,0.861204627,41,0,0.42542982799999995,2500.0,5,0,1,0,0.0
0,0.06321460400000001,81,0,0.008274435,5800.0,3,0,0,0,0.0
0,0.897457717,32,1,0.548754229,3250.0,8,0,0,0,1.0
0,0.04315230900000002,54,0,0.323970548,3666.0,15,0,0,0,1.0
0,0.242512625,47,0,0.679522318,5107.0,7,0,1,0,0.0
0,0.912267127,49,0,0.559007767,3990.0,9,0,1,0,1.0
0,0.584690224,60,1,0.609298838,2666.0,8,0,0,0,0.0
0,0.189393378,33,0,0.25867679,5531.0,3,0,1,0,0.0
0,0.0,72,0,0.002496879,800.0,9,0,0,0,0.0
0,0.115395384,39,0,0.34196580299999996,10000.0,12,0,1,0,0.0
0,0.015844935,51,0,0.153846154,6083.0,5,0,1,0,1.0
0,0.500253724,67,0,0.39072185600000003,5000.0,9,0,2,0,1.0
0,0.09447479199999999,55,0,0.33435011,5900.0,6,0,1,0,4.0
0,0.860831716,54,0,0.664783427,1061.0,6,0,0,0,1.0
0,0.008776529,54,0,0.18758124199999998,10000.0,14,0,2,0,0.0
0,0.910239603,43,0,0.242880648,7900.0,10,0,0,0,3.0
0,0.060976015999999994,65,0,0.366063394,10000.0,14,0,1,0,1.0
0,0.06221074,63,0,0.398011656,5833.0,9,0,1,0,0.0
0,0.777068911,56,1,0.340059995,7333.0,11,0,1,0,0.0
0,0.063812381,37,0,0.118088191,10000.0,4,0,1,0,3.0
0,0.011499477,55,0,0.001049948,6666.0,2,0,0,0,0.0
0,0.014296747,44,0,0.21710161,1800.0,8,0,0,0,1.0
0,0.076405618,39,0,0.288023002,10085.0,5,0,1,0,4.0
0,0.427649829,30,0,0.56592099,2100.0,4,0,1,0,1.0
0,0.322258079,77,1,0.07237769299999999,9933.0,8,0,2,0,1.0
0,0.279441118,48,0,0.183622205,3980.0,2,0,1,0,1.0
0,0.9999998999999999,34,0,0.39869281,7343.0,8,0,1,0,1.0
0,0.9999998999999999,59,0,0.156867451,12500.0,4,0,2,0,0.0
0,0.0,37,0,0.5622875420000001,5000.0,6,0,1,0,0.0
0,0.062026915999999994,79,0,0.126739438,12000.0,17,0,2,0,0.0
0,0.9999998999999999,65,0,0.19419642899999998,3135.0,8,0,0,0,0.0
0,0.000277739,43,0,0.47444668,7454.0,5,0,3,0,3.0
0,0.5457182110000001,45,0,0.772041447,5500.0,7,0,2,0,1.0
0,0.947052947,30,0,0.11275695300000001,3307.0,2,0,0,0,1.0
0,0.9737662490000001,34,0,0.318170457,4000.0,5,0,0,0,2.0
0,0.52693981,48,0,0.422134935,12983.0,20,0,3,0,2.0
0,0.411165641,60,0,0.09620418800000001,4583.0,7,0,0,0,0.0
0,0.161688622,58,0,0.062645785,3000.0,2,0,0,0,0.0
0,0.592831872,45,0,0.24855491300000002,13666.0,2,0,1,0,1.0
0,0.382330015,51,0,0.6538581689999999,3200.0,7,0,1,0,0.0
0,0.931034483,33,0,0.259552656,4291.0,5,0,1,0,0.0
0,0.046106862,81,0,0.138504155,360.0,2,0,0,0,0.0
0,0.08619075,31,1,0.016423028,5540.0,7,0,0,0,0.0
0,0.0,57,0,0.412717457,5000.0,20,0,1,0,1.0
0,0.188420877,60,0,0.434156584,10000.0,15,0,3,0,0.0
0,0.939864345,37,0,0.366057515,7058.0,8,0,1,0,2.0
0,0.229002011,56,0,0.34570673700000004,7569.0,9,0,2,0,0.0
0,0.161232977,36,0,0.9445525290000001,6167.0,9,0,2,0,1.0
0,0.023052806000000002,46,0,0.479742173,4343.0,7,0,2,0,0.0
0,0.34206138799999997,54,0,0.34333208299999995,8000.0,15,0,2,0,1.0
0,0.170774865,52,0,0.261305038,10083.0,6,0,3,0,2.0
0,0.132839811,63,0,0.297994269,6979.0,12,0,2,0,0.0
0,0.00641252,78,0,0.001874609,4800.0,8,0,0,0,0.0
0,0.081783643,48,0,0.348660391,2761.0,7,0,1,0,2.0
0,0.329716994,59,0,0.747126437,2522.0,9,0,1,0,0.0
0,0.41082618600000004,61,0,0.761025167,4330.0,9,0,2,0,0.0
0,0.22615392899999998,65,0,0.278647546,7600.0,11,0,2,0,1.0
0,0.308538292,49,0,0.297326668,4600.0,6,0,1,0,2.0
0,0.0014502710000000002,31,1,0.096283417,4600.0,6,0,0,0,0.0
0,0.325892713,57,1,0.094986431,7000.0,4,0,0,0,1.0
0,0.903137108,40,1,0.35172872299999997,3007.0,2,0,1,0,1.0
0,0.242303037,68,0,0.426019728,3750.0,5,0,0,0,0.0
0,0.8322843390000001,69,1,0.695190506,1600.0,5,0,1,0,0.0
0,0.685502745,48,1,0.398240704,2500.0,8,0,0,0,0.0
0,0.024358638,30,0,0.047234177,9526.0,14,0,0,0,1.0
0,0.104565404,53,0,0.322190795,11666.0,7,0,2,0,3.0
0,0.7338153140000001,65,0,0.224045117,3900.0,7,0,0,0,0.0
0,0.9999998999999999,48,2,0.309903155,3200.0,7,0,0,0,0.0
0,0.9999998999999999,29,0,0.003998001,2000.0,0,1,0,0,4.0
0,0.062135357999999995,59,0,0.021118311,12500.0,16,0,0,0,1.0
0,0.0,46,0,0.109591643,5264.0,6,0,0,0,2.0
0,0.0021481079999999997,63,0,0.280378748,1900.0,10,1,0,0,0.0
0,0.0,57,0,0.179358717,7983.0,4,0,2,0,0.0
0,0.126256356,61,0,0.641343463,2500.0,10,0,1,0,0.0
0,0.129543523,57,0,0.085031201,13300.0,3,0,1,0,1.0
0,0.037616541,45,0,0.518653987,4100.0,9,0,2,0,1.0
0,0.808794137,36,0,0.09484498300000001,5450.0,3,0,0,1,0.0
0,0.082692057,58,0,0.219152665,9700.0,7,0,2,0,0.0
0,0.001268262,77,0,0.216018216,10100.0,9,0,2,0,0.0
0,0.013679453000000001,48,0,0.001249844,8000.0,3,0,0,0,3.0
1,1.0049975009999998,60,0,0.29770229800000003,1000.0,4,1,0,1,0.0
1,0.29962190899999996,49,3,0.7777248929999999,2100.0,15,2,1,0,1.0
0,0.514021252,41,1,0.453323734,8333.0,5,0,2,0,4.0
0,0.019525431,73,0,0.014569763000000001,5833.0,5,0,0,0,0.0
0,0.260594901,51,0,0.289750742,11112.0,6,0,0,0,3.0
0,0.9999998999999999,37,0,0.94213198,984.0,3,0,0,0,2.0
0,0.243251479,70,0,0.351696302,9166.0,14,0,1,0,0.0
0,0.05644375400000001,87,0,0.573054445,3250.0,11,0,2,0,0.0
0,0.042664296,52,1,0.208700544,5332.0,6,0,1,0,1.0
0,0.0,58,0,0.189380226,11600.0,5,0,1,0,1.0
0,0.9999998999999999,36,0,0.036091061,1800.0,2,0,0,0,0.0
0,0.025356232000000003,49,0,0.153206651,5893.0,11,0,1,0,3.0
1,0.272762624,51,0,0.042381355,13000.0,7,0,0,0,0.0
0,0.025859681000000002,50,0,0.340332697,11000.0,12,0,2,0,3.0
0,0.066752589,42,0,0.29649628,8333.0,9,0,1,0,2.0
0,0.39312693600000004,38,0,0.117067918,13000.0,6,0,0,0,2.0
0,0.144335176,65,0,0.33505630399999997,10833.0,12,0,2,0,0.0
0,0.030645512000000007,34,0,0.52299489,4500.0,15,0,1,0,1.0
0,0.237374594,62,0,0.550689862,5000.0,8,0,1,0,0.0
0,0.005618869,77,0,0.214637579,4262.0,9,0,1,1,0.0
0,0.0,26,0,0.0,3000.0,5,0,0,0,0.0
0,0.25846738199999997,39,1,0.924390752,4800.0,10,0,2,0,0.0
0,0.296257925,55,0,0.238350295,5600.0,16,0,0,0,0.0
0,0.01456159,81,0,0.21478339899999999,3300.0,5,0,1,0,0.0
0,0.015252682,85,0,0.156831302,3117.0,6,0,1,0,0.0
0,0.9999998999999999,22,0,0.0,800.0,1,0,0,0,0.0
0,0.12283749199999999,52,0,0.595780795,4123.0,9,0,1,0,0.0
0,0.000109647,48,0,0.25330033,3635.0,6,0,1,0,1.0
0,0.307738452,30,0,0.024851432000000003,1850.0,1,0,0,0,0.0
0,0.052329947,40,0,0.133408578,4429.0,4,0,1,0,0.0
0,0.013178038999999999,58,0,0.006097561,3279.0,5,0,0,0,0.0
0,0.008549573000000001,62,0,0.003998001,2000.0,4,0,0,0,0.0
0,0.010302553,90,0,0.00439956,10000.0,10,0,0,0,1.0
0,0.020552091,63,0,0.20101351399999998,11839.0,15,0,2,0,1.0
0,0.028540265,31,0,0.286839145,5333.0,7,0,2,0,0.0
0,0.8813438809999999,51,1,0.036126135,9798.0,5,0,0,1,0.0
0,0.11792547199999999,35,0,0.463258451,9525.0,10,0,2,0,1.0
0,0.0,36,1,0.22929340199999998,2136.0,6,0,0,0,1.0
0,0.869839148,53,1,0.829322473,2700.0,8,0,1,0,0.0
0,0.12002378300000001,46,0,0.573004654,5800.0,8,0,2,0,0.0
0,0.327522262,64,0,0.661977658,9667.0,18,0,1,0,3.0
0,0.605339466,45,0,0.47427456700000004,4100.0,4,0,1,0,2.0
1,0.157661889,40,0,0.282071793,10000.0,16,0,1,0,2.0
0,0.9827158559999999,34,1,0.5619318179999999,3519.0,7,0,2,0,1.0
0,0.234825996,34,0,0.422954503,5340.0,5,0,1,0,0.0
0,0.836163836,60,0,0.079064759,6500.0,5,0,0,0,0.0
0,0.13337580699999999,55,0,0.359542267,5417.0,5,0,1,0,1.0
0,0.052098408,47,0,0.27613161199999997,5500.0,5,0,2,0,3.0
0,0.062476135,61,0,0.555658627,8623.0,17,0,2,0,0.0
0,0.324132786,53,0,0.165118566,9150.0,8,0,0,0,1.0
0,0.7019689809999999,42,1,0.367894809,7300.0,9,0,0,0,2.0
0,0.9999998999999999,41,0,0.37784886,2500.0,2,0,1,0,5.0
0,0.033976307000000004,63,0,0.362659335,4000.0,4,0,1,0,0.0
0,0.0,47,0,0.390698772,4235.0,14,0,2,0,0.0
1,1.00419958,56,0,0.766327396,2357.0,6,1,1,0,0.0
0,0.435969933,47,1,0.361813303,7080.0,11,0,1,0,1.0
0,0.0,43,0,0.418654478,7000.0,5,0,2,0,1.0
0,0.514138103,55,0,0.509076559,3800.0,12,0,1,0,0.0
0,0.5311518,49,0,0.529440871,8083.0,17,0,3,0,3.0
0,0.08744446199999999,37,0,0.26019263800000003,7578.0,13,0,1,0,0.0
0,0.0,42,0,0.547830375,6083.0,10,0,1,0,0.0
0,0.043298918,57,0,0.346465353,10000.0,10,0,2,0,1.0
0,0.052147239000000005,67,0,0.281284937,13416.0,5,0,1,0,1.0
0,0.001505847,91,0,0.101237345,8000.0,7,0,1,0,1.0
0,0.832262983,44,0,0.3639609620000001,4200.0,9,0,0,0,0.0
0,0.625282167,34,0,0.581344902,3687.0,10,0,1,0,1.0
0,0.47848422799999996,69,0,0.43551999999999996,6249.0,14,0,1,0,0.0
0,0.223776224,26,0,0.002607562,2300.0,2,0,0,0,0.0
0,0.543790746,46,0,0.293241863,6850.0,17,0,1,0,2.0
0,0.726719107,32,1,0.414581066,4594.0,9,0,1,0,0.0
0,0.15118366,34,0,0.243043145,3916.0,6,0,1,0,0.0
0,0.0,47,0,0.189084575,5166.0,3,0,1,0,2.0
0,0.022785398999999998,36,0,0.121785881,4277.0,4,0,0,0,2.0
0,0.521888728,38,0,0.199065303,7916.0,11,0,0,0,4.0
0,0.012159938,79,0,0.00479872,3750.0,7,0,0,0,0.0
0,0.19800007,65,0,0.624125292,3000.0,8,0,2,0,0.0
1,0.34055918399999996,87,0,0.490961446,6250.0,20,0,2,0,0.0
0,0.257013509,77,0,0.424065821,5833.0,10,0,2,0,1.0
0,0.928238839,50,4,0.29961023600000003,5900.0,7,0,1,0,1.0
0,0.07140110200000001,58,0,0.509324009,857.0,6,0,0,0,0.0
0,0.4943960670000001,42,1,0.283905365,3000.0,9,0,0,0,2.0
0,0.215367578,53,0,0.079168333,2500.0,5,0,0,0,0.0
0,0.94860182,39,0,0.45475933700000004,10200.0,10,0,2,0,1.0
1,0.885051987,70,0,0.836776258,3436.0,17,0,1,0,0.0
0,0.0,35,0,0.326149745,4500.0,8,0,1,0,0.0
0,0.9999998999999999,23,0,0.12318606900000001,3100.0,1,0,0,0,2.0
0,0.424699118,33,0,0.159229456,4100.0,6,0,0,0,3.0
0,0.02333285,87,0,0.291715092,6022.0,14,0,1,0,0.0
0,0.046071024,55,0,0.275656588,4530.0,9,0,1,0,1.0
0,0.844184345,28,0,0.264578474,3000.0,3,0,0,0,0.0
0,0.834056127,39,1,0.38476341399999997,8833.0,9,0,1,1,1.0
1,0.9999998999999999,30,0,0.024180423,4300.0,7,1,0,0,1.0
1,1.025346872,37,2,0.490710239,7588.0,12,0,1,0,1.0
0,0.010635044,82,0,0.002514993,5168.0,7,0,0,0,0.0
0,0.26968334899999996,42,0,0.12327264800000001,4558.0,5,0,0,0,1.0
0,0.027377169,80,0,0.1802172,3406.0,10,0,1,0,0.0
0,0.42675057299999997,29,0,0.222261113,5713.0,8,0,0,0,0.0
0,0.437313361,61,1,0.456943685,7315.0,16,0,3,0,1.0
0,0.144475921,42,0,0.10077984400000001,3333.0,4,0,0,0,2.0
0,0.016980972,46,0,0.5309665720000001,3858.0,12,0,1,0,1.0
0,0.389300019,84,0,0.22664564399999998,2536.0,6,0,0,0,0.0
0,0.9999998999999999,44,0,0.282902947,10416.0,3,1,1,0,1.0
0,0.005972491999999999,81,0,0.00096581,5176.0,10,0,0,0,0.0
0,0.002666598,52,1,0.222491703,7833.0,14,0,1,0,0.0
0,0.18751713399999997,58,0,0.334458193,8000.0,7,0,2,0,1.0
1,0.9999998999999999,24,1,0.317673378,1787.0,2,2,0,0,0.0
0,0.0008097000000000001,58,0,0.38830584700000004,2000.0,8,0,1,0,0.0
0,0.483218792,76,0,0.256278171,1552.0,5,0,0,0,0.0
1,0.9999998999999999,51,0,0.150855365,4500.0,2,3,0,0,1.0
0,0.101605726,31,0,0.156,14499.0,6,0,1,0,2.0
0,0.662189901,56,0,0.482606957,2500.0,5,0,1,0,0.0
0,0.9999998999999999,39,0,0.07995892,6815.0,1,1,0,0,1.0
0,0.4049890470000001,26,0,0.207767603,3166.0,9,0,0,0,1.0
0,0.153244747,67,0,0.17302843199999998,11500.0,13,0,0,0,2.0
1,0.056828985,48,0,0.362922574,4584.0,7,0,1,0,0.0
0,0.38879028,61,0,0.696121551,2500.0,6,0,1,0,1.0
1,0.255367972,33,0,0.103888214,6583.0,6,0,0,0,1.0
0,0.196624849,55,0,0.741966199,4200.0,13,0,1,0,3.0
0,0.079784575,42,0,0.786468122,6916.0,9,0,3,0,1.0
0,0.470781141,34,0,0.086637787,3000.0,5,0,0,0,2.0
0,0.0,44,0,0.557456035,4150.0,15,0,3,0,2.0
0,0.045338618,62,0,0.016247968999999998,8000.0,4,0,0,0,1.0
0,0.110877399,79,0,0.03703018,5400.0,15,0,0,0,0.0
0,0.166763939,60,0,0.013024305,9750.0,3,0,0,0,0.0
0,0.037399734,52,0,0.418295101,7061.0,16,0,2,0,3.0
0,0.9999998999999999,41,0,0.261974177,2400.0,4,1,0,0,0.0
0,0.178614628,36,0,0.43692644799999997,7300.0,5,0,1,0,1.0
0,0.047344098,46,0,0.43996593799999995,7045.0,8,0,1,0,2.0
0,0.008303083000000001,83,0,0.09812438300000001,5064.0,7,0,1,0,1.0
0,0.189433938,64,0,0.034031917,5200.0,4,0,0,0,1.0
0,0.27942286899999996,56,0,0.253650816,13900.0,5,0,1,0,0.0
0,0.977563712,41,0,0.517247125,6000.0,6,0,1,0,0.0
0,0.030389126000000002,39,0,0.22237776199999998,10000.0,10,0,1,0,0.0
0,0.43609155899999996,44,0,0.475277823,12417.0,9,0,3,0,2.0
0,0.223835057,53,0,0.183881612,10000.0,11,0,1,0,0.0
0,0.9842216309999999,49,3,0.430428262,6000.0,11,0,1,1,0.0
0,0.381237525,47,0,0.116033755,3791.0,3,0,0,1,3.0
0,0.9999998999999999,77,0,0.034198976,5467.0,1,0,0,0,0.0
0,0.23180622899999997,64,0,0.018513019,10100.0,8,0,0,0,1.0
0,0.131499324,37,0,0.365252166,4500.0,13,0,1,0,1.0
0,0.313716965,41,1,0.22694326399999998,4000.0,11,0,0,0,0.0
0,0.057682860999999995,43,0,0.252821026,7000.0,13,0,2,0,2.0
0,0.125406216,27,0,0.013497301000000001,3333.0,2,0,0,0,0.0
1,0.75009996,33,1,0.340885221,6664.0,5,0,1,0,2.0
1,0.9999998999999999,41,1,0.195219124,3764.0,3,1,0,1,2.0
0,0.275172483,44,0,0.723865056,2400.0,5,0,1,0,2.0
0,0.42360012399999997,61,0,0.770872737,3700.0,13,0,1,0,2.0
0,0.930871275,38,0,0.42352800399999996,8355.0,14,0,2,0,3.0
0,0.006636288000000001,71,0,0.002817723,10291.0,14,0,0,0,0.0
0,0.978218974,46,0,0.39388658,7458.0,10,0,2,0,3.0
0,0.011256823999999999,78,0,0.21335573300000002,2380.0,5,0,0,0,1.0
0,0.137739004,73,0,0.474435875,3500.0,9,0,1,0,0.0
0,0.650901148,71,0,0.744517998,4833.0,16,0,2,0,0.0
0,0.823188742,47,0,0.47542076299999997,6000.0,6,0,1,0,1.0
0,0.076131665,48,2,0.294131292,8621.0,16,0,1,1,0.0
0,0.405910449,28,0,0.136026817,5667.0,10,0,0,0,0.0
0,0.107609118,80,1,0.33586565399999996,5001.0,10,0,1,0,0.0
1,0.10875288300000001,59,0,0.028018899,9100.0,13,0,0,0,0.0
0,0.041201912,77,0,0.11904761900000001,1553.0,7,0,0,0,0.0
0,0.05027790099999999,69,0,0.452341824,2433.0,14,0,1,1,0.0
0,0.313933599,32,0,0.289342132,5000.0,12,0,0,1,1.0
0,0.00287353,59,0,0.319941829,5500.0,10,0,1,0,2.0
0,0.994177007,41,0,0.748112353,3310.0,4,0,1,0,3.0
0,0.747747352,30,1,0.148495086,6511.0,4,0,0,0,0.0
0,0.087060125,81,0,0.074906367,800.0,3,0,0,0,0.0
0,0.5007142720000001,57,0,0.398966926,12970.0,18,0,2,0,2.0
0,0.225548902,28,0,0.031210986,800.0,2,0,0,0,0.0
0,0.0018912629999999998,46,0,0.282093405,4260.0,8,0,1,0,0.0
0,0.9999998999999999,36,0,0.032471587,8006.0,2,0,0,0,0.0
0,0.518141891,42,0,0.740541991,3726.0,9,0,2,0,1.0
0,0.242168802,57,0,0.22319946899999998,6025.0,18,0,0,1,0.0
0,0.01269801,34,0,0.073088297,7100.0,4,0,0,0,3.0
0,0.087575164,49,0,0.38700191100000003,6800.0,11,0,2,0,0.0
0,0.9999998999999999,62,0,0.391387928,2600.0,1,3,0,0,1.0
0,0.53233337,61,0,0.724189103,9433.0,16,0,2,0,1.0
0,0.095553144,45,0,0.257107876,7350.0,10,0,1,0,2.0
0,0.23035998600000002,78,0,0.395412844,2179.0,5,0,0,0,0.0
0,0.190642392,42,0,0.21985343100000002,1500.0,3,0,0,0,0.0
0,0.35341164700000005,27,0,0.11044460099999999,2833.0,3,0,0,0,0.0
0,0.008696086,75,0,0.152551289,1900.0,7,0,1,0,0.0
0,0.058126035,59,0,0.334776536,7159.0,19,0,2,0,0.0
0,0.0,32,0,0.38136826799999995,6869.0,9,0,1,0,4.0
0,0.7020392,65,0,0.42293529700000004,1900.0,5,0,0,0,0.0
0,0.9511165429999999,46,1,0.48873435299999995,3594.0,12,0,2,0,0.0
0,0.501249875,35,0,0.302775442,7133.0,8,0,2,0,3.0
0,0.012133406000000001,40,0,0.289177277,4083.0,10,0,1,0,2.0
0,0.365457232,53,0,0.399847843,9200.0,8,0,1,0,2.0
0,0.779267026,47,1,0.37540453100000004,4016.0,5,0,1,0,2.0
1,0.601214259,47,0,0.47647008799999996,11750.0,14,0,2,0,2.0
0,0.01882532,48,0,0.050096500999999995,11916.0,18,0,0,0,1.0
0,0.736116567,41,1,0.8630633240000001,6900.0,7,0,2,0,0.0
0,0.795543089,33,0,0.624024961,4486.0,9,0,1,0,0.0
0,0.21185605100000002,62,0,0.425059666,4189.0,10,0,1,0,0.0
0,1.007132668,27,0,0.40462427700000003,864.0,5,0,0,0,0.0
0,0.045755563,53,0,0.591746173,4506.0,16,0,2,0,0.0
0,0.311714996,55,0,0.553432571,4500.0,11,0,1,0,0.0
0,0.090046844,35,0,0.317424918,6725.0,18,0,1,0,0.0
0,0.103368713,28,0,0.0057211680000000004,3320.0,4,0,0,0,0.0
0,0.084808842,53,0,0.12177287,6700.0,5,0,0,0,1.0
0,0.9999998999999999,27,0,0.14505996599999998,1750.0,1,1,0,0,0.0
0,0.009310714,62,0,0.092896175,8600.0,8,0,0,0,2.0
0,0.579551398,55,0,0.081129872,9416.0,5,0,0,0,0.0
0,0.238648777,70,0,0.26568815100000004,4700.0,6,0,0,0,0.0
0,0.126652109,70,0,0.197565923,4929.0,4,0,1,0,0.0
0,0.07014295200000001,32,0,0.25156031100000004,7850.0,5,0,2,0,0.0
0,0.0,44,1,0.7417880609999999,3500.0,11,0,2,0,2.0
0,0.08903719199999999,66,0,0.449528937,5200.0,16,0,2,0,0.0
0,0.103263225,43,0,0.014151668999999999,6500.0,3,0,0,0,0.0
0,0.257736337,52,0,0.604754499,4500.0,13,0,3,0,2.0
0,0.42673266299999996,78,0,0.463903743,5983.0,11,0,1,0,0.0
0,0.093454459,63,0,0.671280277,2600.0,12,0,1,0,0.0
0,0.9999998999999999,34,0,0.43191964299999996,3583.0,3,0,1,0,1.0
0,0.020084252,73,0,0.006746627,2667.0,3,0,0,0,0.0
0,0.054413434000000004,51,0,0.302450487,5957.0,9,0,1,0,0.0
0,0.033897267,50,0,0.230451367,6291.0,12,0,2,0,3.0
0,0.968649207,49,1,0.111907341,12000.0,4,0,0,0,4.0
0,0.9999998999999999,23,0,0.006451613,929.0,2,0,0,0,0.0
0,0.012632912,39,0,0.401794035,8583.0,10,0,4,0,2.0
0,0.112565728,31,0,0.414058594,10000.0,15,0,2,0,0.0
0,0.974230138,32,0,0.199763942,3388.0,4,0,0,0,3.0
0,0.062626782,49,1,0.401399844,9000.0,5,0,3,0,2.0
0,0.078459124,47,0,0.364336434,9998.0,15,0,2,0,3.0
0,0.006150899999999999,43,0,0.555992141,7125.0,8,0,2,0,4.0
0,0.521593427,57,0,0.223182145,4166.0,7,0,1,0,0.0
0,0.010542598,67,0,0.09014577300000001,8574.0,12,0,0,0,0.0
0,0.0,37,0,0.398321251,5241.0,6,0,1,0,3.0
0,0.000438434,67,0,0.029523376,13175.0,7,0,1,0,0.0
0,0.04433981099999999,64,1,0.22728831,2916.0,18,0,0,0,0.0
0,0.0,44,0,0.608531437,4500.0,13,0,2,0,2.0
0,0.071383395,68,0,0.05615942,2207.0,5,0,0,0,0.0
0,1.012027242,32,1,0.163639393,6000.0,8,2,0,1,0.0
0,0.02589482,71,0,0.012647411,5850.0,6,0,0,0,1.0
0,0.02479938,41,0,0.222191573,14500.0,3,0,1,0,0.0
0,0.919858483,56,0,0.524492234,2510.0,18,0,1,0,0.0
1,0.36561268799999996,62,0,0.260352213,2100.0,3,0,0,0,0.0
0,0.152467045,69,0,0.211993688,1900.0,6,0,0,0,0.0
0,0.43399798799999995,29,0,0.189270243,3000.0,10,0,0,0,3.0
0,0.065391684,66,0,0.4166666670000001,4739.0,20,0,1,0,0.0
0,0.536951089,23,0,0.04395604400000002,1000.0,4,0,0,0,0.0
0,0.017535764,24,0,0.637028015,820.0,5,0,0,0,0.0
0,0.085633561,44,0,0.6621783760000001,7500.0,6,0,2,0,1.0
0,0.0,24,0,0.0,0.0,2,0,0,0,0.0
0,1.01054101,56,0,0.838623276,7466.0,14,0,5,1,1.0
0,0.0067074859999999995,44,0,0.75475752,3257.0,6,0,1,0,3.0
0,0.116113094,75,0,0.35216221799999997,4832.0,12,0,1,0,0.0
0,0.9999998999999999,35,2,0.07517995200000001,3750.0,5,3,0,2,1.0
0,0.9705243020000001,61,0,0.300232288,3443.0,3,0,1,0,0.0
0,0.587456778,43,1,0.411429621,5441.0,9,0,2,0,1.0
0,0.992265623,49,0,0.48455284600000004,6149.0,12,0,0,0,3.0
0,0.019213803,38,0,0.0021523889999999998,2322.0,2,0,0,0,0.0
0,0.005713946,73,0,0.240588382,4010.0,6,0,1,0,0.0
0,0.9999998999999999,75,0,0.167249825,2857.0,2,0,0,0,1.0
0,0.666052949,39,0,0.323429976,9760.0,15,1,1,0,5.0
0,0.082509106,82,0,0.150707744,1200.0,9,0,0,0,0.0
0,0.19995834199999998,59,0,0.011195522,2500.0,3,0,0,0,0.0
0,0.15051205,45,0,0.293842817,5992.0,9,0,1,0,3.0
0,0.09718344400000001,51,0,0.30307813699999997,3800.0,14,0,0,0,0.0
0,0.934802371,45,1,0.25871438,7544.0,8,0,0,1,0.0
0,0.117706619,77,0,0.124366095,4140.0,5,0,0,0,0.0
0,0.026663112000000003,63,0,0.09630690900000001,6281.0,6,0,0,0,0.0
0,0.140049599,72,0,0.02736362,5700.0,6,0,0,0,0.0
0,0.9999998999999999,34,1,0.740110165,1996.0,6,0,1,0,1.0
0,0.09595172800000001,71,0,0.338127681,7925.0,19,0,1,0,1.0
0,0.618815054,51,1,0.333333333,2780.0,14,0,0,0,1.0
0,0.041127706,36,0,0.394696805,4600.0,5,0,1,0,0.0
0,0.022431307999999997,74,0,0.289254043,3833.0,11,0,1,0,0.0
0,0.166973478,62,0,0.027371579,8000.0,9,0,0,0,0.0
0,0.31611422899999997,34,0,0.323464197,7666.0,11,0,1,0,4.0
0,0.013255979,40,0,0.149500217,2300.0,7,0,0,0,1.0
0,0.625423346,78,2,0.42476094600000003,1986.0,18,3,0,1,1.0
0,0.778518468,54,4,0.652266829,6550.0,17,1,2,1,1.0
0,0.31834083,52,2,0.403176004,6800.0,5,0,2,1,2.0
0,0.0,44,0,0.354948805,2050.0,4,0,0,0,1.0
0,0.561625583,53,2,0.701799486,3500.0,10,0,2,0,0.0
0,0.110011595,59,0,0.040071636,13400.0,10,0,0,0,1.0
0,0.027148642999999997,39,0,0.147398103,3900.0,3,0,0,0,0.0
0,0.005900635,57,0,0.46991133700000004,5300.0,10,0,2,0,1.0
0,0.5320118420000001,44,0,0.604643281,5900.0,14,0,1,0,2.0
0,0.9793096640000001,29,0,0.623160233,3600.0,11,0,1,0,0.0
0,0.135151069,71,0,0.371329879,2894.0,10,0,1,0,0.0
0,0.011372179,70,0,0.18542757399999998,4583.0,13,0,1,0,0.0
0,0.615376974,44,0,0.21433796600000002,4100.0,7,0,1,0,2.0
0,0.000610678,47,0,0.000148699,6724.0,5,0,0,0,0.0
0,0.199281173,56,2,0.18363606100000002,6000.0,10,0,1,0,0.0
0,0.9999998999999999,61,0,0.18165225,12600.0,4,0,3,0,1.0
0,0.117821196,31,0,0.149712572,4000.0,4,0,0,0,0.0
0,0.556867236,54,0,0.148136143,3084.0,4,0,0,0,0.0
0,0.012470667,73,0,0.06111917400000001,6200.0,20,0,0,0,0.0
0,1.013986014,27,1,0.187906047,2000.0,2,0,0,0,0.0
0,0.006471576,78,0,0.0058309040000000005,2400.0,9,0,0,0,0.0
1,1.082572794,38,1,0.4663503020000001,4635.0,6,1,0,1,4.0
1,0.40081047799999997,66,0,0.5172750979999999,6135.0,18,0,1,0,0.0
0,1.119613926,32,1,0.14037965800000002,4266.0,9,0,0,0,0.0
0,0.775953452,51,0,0.5010811589999999,6936.0,12,0,2,0,1.0
